short_name,long_name,age,potential,
Cris Laranjeiros,Cristian Also Laranjeiro Sá,32,68,
Arthur Silbeira,Douglas Arthur Silbeira Martins,32,68,
Jessé Ferdeira,Jessé Jonas Ferdeira Farias,24,68,
Helito Caldeira,Helio Paulo Caldeira Andrade,32,68,
Hedson Porfírio,Hedson Robson Porfírio Julião,28,68,
Lucas Medeirão,Lucas Luciano Medeirão Hoffman,32,68,
Dener Rolim,Dener Adão Rolim Leal,28,68,
Adão Salvadaldo,Adão Dênis Salvador Vidigal,32,68,
Franci Martinho,F. Sidney Martins Pires,32,68,
Dirceu,Dirceu Wiggers de Oliveira Filho,28,68,
D. Tkachuk,Denis Tkachuk,26,68,
I. Hora,Ioan Adrian Hora,27,68,
W. Restrepo,Walter  Restrepo Uribe,28,68,
T. Ugajin,宇賀神 友弥,28,68,
T. Umesaki,梅崎 司,29,68,
S. Tomita,富田 晋伍,30,68,
T. Hayashi,林 卓人,33,68,
F. Zampedri,Fernando Matías Zampedri,28,68,
Vágner Norteiro,Vágner Nilson Norteiro Brito,32,68,
Óscar Sendinho,Óscar Santiago Sendinho Pindo,28,68,
Jorgino Baumer,Jorgino Kaio Baumer Negrão,32,68,
Adrián Maideira,Adrián Guto Maideira Almeida,32,68,
Davide Eustáquio,Davide Maurício Eustáquio Silva,24,68,
V. Parnyakov,Vladimir Parnyakov,32,68,
Fred Soidares,Fred Kauê Soidares Lima,32,68,
Freddy Cardouso,Fred Marcos Cardouso Pombal,28,68,
Enzio Julião,Enzio Leandro Julião Morrinhos,32,68,
G. Zelalem,Gedion Zelalem,19,84,
F. Passlack,Felix Passlack,18,84,
A. Harit,Amine Harit,19,84,
L. Tousart,Lucas Tousart,19,83,
Gerson,Gerson Santos da Silva,19,83,
A. Dioussé,Assane Dioussé El Hadji,18,83,
R. Manaj,Rey Manaj,19,83,
D. Kamada,鎌田 大地,19,83,
O. Edouard,Odsonne Edouard,18,83,
A. Saint-Maximin,Allan Saint-Maximin,19,82,
B. Kuscevic,Benjamín Kuscevic,20,82,
R. Bentancur,Rodrigo Bentancur Colmán,19,82,
Carlos Soler,Carlos Soler Barragán,19,82,
J. Ikoné,Nanitamo Jonathan Ikoné,18,82,
Aleix Febas,Aleix Febas Pérez,20,82,
R. Marin,Răzvan Marin,20,82,
M. Targett,Matt Targett,20,81,
Lee Gwang Hyeok,이광혁 李光赫,20,81,
A. Meret,Alex Meret,19,81,
Pedro Pereira,Pedro Miguel Pereira,18,81,
A. Tuanzebe,Axel Tuanzebe,18,81,
Y. Karamoh,Yann Karamoh,17,81,
Zubeldia,Igor Zubeldia Elorza,19,81,
S. Díaz,Sergio Ismael Díaz Velázquez,18,81,
F. Buschiazzo,Fabrizio Buschiazzo Morel,19,81,
E. Maloku,Elvir Maloku,20,81,
S. Kaikai,Sullay Kaikai,20,80,
S. Rossbach,Sondre Løvseth Rossbach,20,80,
J. Rossiter,Jordan Rossiter,19,80,
E. Mammana,Emanuel Mammana,20,80,
M. Locatelli,Manuel Locatelli,18,80,
J. Schuurman,Jari Schuurman,19,80,
M. Cassierra,Zander Mateo Cassierra Cabezas,19,80,
F. Platte,Felix Platte,20,80,
R. Zekhnini,Rafik Zekhnini,18,80,
K. N'Doram,Kévin N'Doram,20,80,
P. Erras,Patrick Erras,21,80,
D. Lukebakio,Dodi Lukebakio,18,80,
C. Nkunku,Christopher Nkunku,18,80,
P. Retsos,Panagiotis Retsos,17,80,
M. Salvi,Mirko Salvi,22,79,
K. Hause,Kortney Hause,20,79,
W. Saïd,Wesley Saïd,21,79,
Z. Clough,Zach Clough,21,79,
L. Filippini,Lorenzo Filippini,20,79,
N. Stefanelli,Nicolás Marcelo Stefanelli,21,79,
A. Donis,Anastasios Donis,19,79,
R. Holding,Rob Holding,20,79,
J. Murillo,Jhon Murillo,20,79,
D. Lazić,Darko Lazić,21,79,
Francisco Ramos,Francisco Augusto Neto Ramos,21,79,
Liberto Beltrán,Liberto Luis Beltrán Martínez,19,79,
A. Schetino,Andrés Schetino,22,79,
Lluis López,Lluis López Marmol,19,79,
Borja Lasso,Francisco Borja Lasso De La Vega,22,79,
M. García,Mateo Ezequiel García,19,79,
J. Graham,Jordan Graham,21,78,
R. Christie,Ryan Christie,21,78,
S. Khaoui,Saîf-Eddine Khaoui,21,78,
S. Bastien,Samuel Bastien,19,78,
M. Wolf,Marius Wolf,21,78,
E. Boateng,Emmanuel Okyere Boateng,20,78,
A. Ribelin,Anthony Ribelin,20,78,
Eneko Capilla,Eneko Capilla González,21,78,
A. Murillo,Andrés Murillo,20,78,
F. Miguel,Florian Miguel,19,78,
J. Drommel,Joël Drommel,19,78,
B. Mervó,Bence Mervó,21,78,
M. Muhammed,Musa Muhammed,19,78,
Óscar Pinchi,Óscar Francisco García Quintela,20,78,
A. Piu,Alessandro Piu,19,78,
Pedro Pinto,Pedro Manuel da Mota Pinto,21,78,
T. Browning,Tyias Browning,22,77,
A. Ba,Adama Ba,22,77,
J. Dudziak,Jeremy Dudziak,20,77,
A. Gilbey,Alex Gilbey,21,77,
H. Hermannsson,Hjörtur Hermannsson,21,77,
K. Haugen,Kristoffer  Haugen,22,77,
T. Martínez,Tomás Martínez,21,77,
B. Bourigeaud,Benjamin Bourigeaud,22,77,
M. Maignan,Mike Maignan,20,77,
J. Payne,Jack Payne,21,77,
L. Rosseti,Lorenzo Rosseti,21,77,
M. Aramu,Mattia Aramu,21,77,
L. Mazzitelli,Luca Mazzitelli,20,77,
G. Vadalá,Guido Nahuel Vadalá,19,77,
Y. Moreno,Yairo Yesid Moreno Berrío,21,77,
L. Ontivero,Lucas Elías Ontivero,21,77,
J. Ramírez,José David Ramírez García,20,77,
P. Vouros,Praxitelis Vouros,21,77,
Joelinton,Joelinton Apolinário de Lira,19,77,
D. Furlong,Darnell Furlong,20,77,
R. Murić,Robert Murić,20,77,
Rafael Ramos,Rafael António Figueiredo Ramos,21,77,
Olavide,Miguel Olavide Montes,20,77,
Melero,Gonzalo Julián Melero Manzanares,22,77,
L. Haraslin,Lukáš Haraslín,20,77,
Jeong Seung Hyeon,정승현 郑承铉,22,77,
L. Gugganig,Lukas Gugganig,21,77,
G. Morales,Gabriel Morales,22,77,
E. Audero,Emil Audero,19,77,
T. Cardona,Tomás Cardona,20,77,
G. Notsuda,野津田 岳人,22,77,
O. Kakabadze,Otar Kakabadze,21,77,
G. Moncur,George Moncur,22,76,
F. Quignon,Facundo Tomás Quignón,23,76,
T. Blackett,Tyler  Blackett,22,76,
T. Grøgaard,Thomas Grøgaard,22,76,
M. Bueno,Marco Antonio Bueno Ontiveros,22,76,
E. Huws,Emyr Huws,22,76,
R. Woods,Ryan Woods,22,76,
S. Ganz,Simone Andrea Ganz,22,76,
L. Christensen,Lasse Vigen Christensen,21,76,
D. Bain,Denys Bain,22,76,
M. Lobantsev,Miroslav Lobantsev,21,76,
A. Trondsen,Anders Trondsen,21,76,
I. Moro,Ibrahim Moro,22,76,
J. Bijimine,Jonathan Kabasele Bijimine,21,76,
I. Ssewankambo,Isak Ssewankambo,20,76,
A. Sørloth,Alexander Sørloth,20,76,
G. Kastaneer,Gervane Kastaneer,20,76,
M. Kanno,Mohamed Kanno,21,76,
A. Barreca,Antonio Barreca,21,76,
N. Rubio,Nicolás Rubio,21,76,
I. H'Maidat,Ismail H'Maidat,21,76,
Manu García,Manuel García Alonso,18,76,
B. Vécsei,Bálint Vécsei,22,76,
Borja Fernández,Borja Fernández Fernández,20,76,
M. Fares,Mohamed Salim Fares,20,76,
H. Pehlivan,Halil İbrahim Pehlivan,22,76,
K. Mets,Karol Mets,23,76,
Lucas Venuto,Lucas Henrique Ferreira Venuto,21,76,
G. Prömel,Grischa Prömel,21,76,
P. Köpke,Pascal Köpke,20,76,
Toni Lato,Antonio Latorre Grueso,18,76,
Gleison,Gleison Wilson da Silva Moreira,21,76,
P. Sisniega,Pablo Eduardo Sisniega Fink,20,76,
Iriondo,Ander Agüeros de Vicente,21,75,
J. Clarke-Harris,Jonson Clarke-Harris,21,75,
L. Koopmans,Luuk Koopmans,23,75,
A. Taggart,Adam Taggart,23,75,
L. Isgrove,Lloyd Isgrove,23,75,
M. Fornasier,Michele Fornasier,22,75,
J. Turnbull,Jordan Turnbull,21,75,
W. Zahibo,Wilfried Zahibo,22,75,
W. Marinus,Wouter Marinus,21,75,
T. Pledl,Thomas Pledl,22,75,
N. Storm,Nikola Storm,21,75,
M. Sarr,Mouhamadou-Naby Sarr,22,75,
A. Rocha,Aldo Rocha,23,75,
J. Castelletto,Jean-Charles Castelletto,21,75,
H. Mojica,Harrison Arley Mojica Betancourt,23,75,
H. Rivera,Harold Rivera Roa,23,75,
G. Iñíguez,Gaspar Emanuel Iñíguez,22,75,
A. Robles,Andrés Sebastián Robles Fuentes,22,75,
F. Bravo,Federico Bravo,22,75,
J. Leudo,Jose Leudo,22,75,
G. Monachello,Gaetano Monachello,22,75,
P. Gerkens,Pieter Gerkens,21,75,
A. Hjulsager,Andrew Hjulsager,21,75,
N. Vargas,Pablo Nicolás Vargas Romero,23,75,
C. Cuevas,Cristian Alejandro Cuevas Jara,21,75,
Noblejas,Javier García-Noblejas,23,75,
Yelko Pino,Yelko Pino Caride,19,75,
Álvaro Bustos,Álvaro Bustos Sandoval,21,75,
V. Yurchenko,Vladlen Yurchenko,22,75,
R. van der Meer,Robin van der Meer,21,75,
L. Paganini,Luca Paganini,23,75,
Carlos Blanco,Carlos Blanco Moreno,20,75,
Sergio Gil,Sergio Gil Latorre,20,75,
J. Gallardo,Jesús Gallardo,21,75,
U. Çakır,Uğurcan Çakır,20,75,
Cho Suk Jae,조석재 Suk Jae Cho,23,75,
B. Nieuwkoop,Bart Nieuwkoop,20,75,
P. Joosten,Patrick Joosten,20,75,
V. Rodić,Vladimir Rodić,22,75,
Bruno Mota,Bruno da Mota Miranda,21,75,
J. Šimunović,Jozo Šimunović,21,75,
G. Baah,Gideon Baah,24,75,
T. Nara,奈良 竜樹,22,75,
B. Bese,Barnabás Bese,22,75,
A. Faisal,Ali Husni Faisal,22,75,
Santamaría,Gorka Santamaría Nos,20,74,
C. Fierro,Carlos Eduardo Fierro Guerrero,21,74,
E. Hadžić,Eldin Hadzic Osmanovic,23,74,
J. Newell,Joe Newell,23,74,
K. Ntlhe,Kgosi Ntlhe,22,74,
E. Gnahoré,Eddy Gnahoré,22,74,
S. Kroon,Simon Kroon,23,74,
M. Chiosa,Marco Chiosa,22,74,
L. Azouni,Larry Azouni,22,74,
J. Holt,Jason Holt,23,74,
F. Fragapane,Franco Fragapane,23,74,
Ayala,Sergio Ayala López,23,74,
K. Larsen,Kasper Larsen,23,74,
A. Blomqvist,Andreas Blomqvist,24,74,
M. Tanković,Muamer Tanković,21,74,
J. Ikoko,Jordan Ikoko,22,74,
I. Bulos,Iván Bulos Guerrero,23,74,
M. Bakić,Marko Bakić,22,74,
P. Frankowski,Przemysław Frankowski,21,74,
D. Álvarez,David Antonio Álvarez Agudelo,23,74,
H. Obando,Henry Yoseiner Obando Estacio,23,74,
J. Valdez Chamorro,Jorge Vidal Valdez Chamorro,22,74,
Caro,José Antonio Caro Martínez,23,74,
D. Rosero Valencia,Daniel Rosero Valencia,22,74,
F. Marquet,François Marquet,21,74,
K. Rendón,Kevin Rendón,23,74,
Aguza,Sergio Aguza Santiago,23,74,
T. Pellenard,Théo Pellenard,22,74,
Z. Kalmár,Zsolt Kalmár,21,74,
K. Friesenbichler,Kevin Friesenbichler,22,74,
N. Pépé,Nicolas Pépé,21,74,
Ença Fati,Ença Fati,22,74,
M. Polster,Matt Polster,23,74,
D. Álvarez,Daniel Álvarez López,21,74,
João Vigário,João Miguel Ribeiro Vigário,20,74,
A. Öztürk,Alim Öztürk,23,74,
S. Ghoddos,Saman Ghoddos,22,74,
K. Tribbett,Ken Tribbett,24,74,
A. Warda,Amr Warda,22,74,
K. Andrić,Komnen Andrić,21,74,
D. Jensen,David Jensen,24,73,
M. Zúñiga,Martín Eduardo Zúñiga Barria,23,73,
P. Farkas,Patrick Farkas,23,73,
M. Chrapek,Michał Chrapek,24,73,
C. Sloth,Casper Sloth,24,73,
N. Cameron,Nathan Cameron,24,73,
M. Ducksch,Marvin Ducksch,22,73,
A. Crescenzi,Alessandro Crescenzi,24,73,
N. Kabasele,Nathan Kabasele,22,73,
Z. MacMath,Zac MacMath,24,73,
C. Coady,Conor  Coady,23,73,
C. Aneke,Chukwuemeka Ademola Amachi Aneke,22,73,
D. Rakels,Deniss Rakels,23,73,
J. Vela,Josh Vela,22,73,
R. McKenzie,Rory  McKenzie,22,73,
G. Saville,George Saville,23,73,
O. Yıldırım,Özkan Yıldırım,23,73,
T. Weilandt,Tom Weilandt,24,73,
K. Vollmann,Korbinian Vollmann,22,73,
K. Bayramyan,Khoren Bayramyan,24,73,
De Los Reyes,Samuel  de los Reyes Domínguez,24,73,
A. Aosman,Aias Aosman,23,73,
C. Ramírez,Cándido Ramírez,23,73,
Q. Pereira,Quentin Leite Pereira,24,73,
R. Pröpper,Robin Pröpper,22,73,
M. Paulissen,Mitchel Paulissen,23,73,
M. Nkololo,Michaël Jordan Nkololo,23,73,
R. Strebinger,Richard Strebinger,23,73,
B. Addae,Bright Addae,23,73,
A. Kamara,Alhaji Kamara,22,73,
F. Bagnack,Frank Bagnack,21,73,
Betinho,Alberto Alves Coelho,22,73,
M. Thiel,Maximilian Thiel,23,73,
T. Schröck,Tobias Schröck,23,73,
D. Heuer Fernandes,Daniel  Heuer Fernandes,23,73,
C. Cisneros,Carlos Cisneros,22,73,
Luis Fernández,Luis Fernández Teijeiro,22,73,
F. Burbano,Fáider Fabio Burbano Castillo,24,73,
B. San Juan,Bastián San Juan Martínez,22,73,
R. Farfán,Ruben Ignacio Farfan Arancibia,24,73,
M. Hofmann,Maximilian Hofmann,22,73,
A. Martínez,Adrián Martínez,24,73,
W. Ángel,Wilker José Ángel Romero,23,73,
K. Boateng,Kingsley Boateng,22,73,
E. Torregrossa,Ernesto Torregrossa,24,73,
G. Poblete,Gerónimo Gastón Poblete,23,73,
J. Lolley,Joe Lolley,23,73,
Nuno Valente,Nuno Daniel Costeira Valente,24,73,
Carraça,Rui Filipe Caetano Moura,23,73,
M. Gori,Mirko Gori,23,73,
S. Sylla,Salimo Sylla,22,73,
A. Micai,Alessandro Micai,22,73,
N. Kreuzer,Niklas Kreuzer,23,73,
M. Martínez,Mauricio Martínez,23,73,
C. Borja,Cristian Alexis Borja González,23,73,
Jorge Ortiz,Jorge Ortiz Mendoza,24,73,
Y. Boli,Yohan Boli,22,73,
S. Aytaç,Sakıb Aytaç,24,73,
K. Hoggas,Kévin Hoggas,24,73,
Rodrigo Ramos,Rodrigo de Oliveira Ramos,21,73,
A. Mitriţă,Alexandru Ionuţ Mitriţă,21,73,
T. Tissoudali,Tarik Tissoudali,23,73,
Alberto Benito,Alberto Benito Correo,24,73,
F. Stojković,Filip Stojković,23,73,
Pedrinho,Pedro Filipe Barbosa Moreira,23,73,
A. Saldívar,Alfredo Saldívar Medina,26,72,
S. Wangberg,Simen Søraunet Wangberg,25,72,
Álvaro,Álvaro Giménez Candela,25,72,
A. White,Aidan White,24,72,
T. Adeyemi,Tom Adeyemi,24,72,
M. Dyrestam,Mikael Dyrestam,24,72,
A. També,Alassane També,24,72,
L. Hodson,Lee Hodson,24,72,
T. Børven,Torgeir Børven,24,72,
T. Tisdell,Tonia Tisdell,24,72,
J. Taylor,Jon Taylor,23,72,
M. Mitrishev,Magomed Mitrishev,23,72,
A. Halliday,Andrew Halliday,24,72,
A. Crawford,Ali Crawford,24,72,
P. Cros,Pierrick Cros Sr.,24,72,
N. Ajose,Nicky Ajose,24,72,
E. Zavaleta,Eriq  Zavaleta,23,72,
A. Gogia,Akaki Gogia,24,72,
K. Larsen,Kristoffer  Knudsen Larsen,24,72,
N. Byrne,Nathan Byrne,24,72,
K. Lala,Kenny Lala,24,72,
A. Escoboza,Jesús Alonso Escoboza Lugo,23,72,
K. Hemmings,Kane Hemmings,24,72,
B. Thoelke,Bjarne Thoelke,24,72,
Z. Tripić,Zlatko Tripić,23,72,
S. Prcić,Sanjin Prcić,22,72,
D. Wydra,Dominik Wydra,22,72,
Jota,João Tiago Serrão Garcês,22,72,
L. Kübler,Lukas Kübler,23,72,
P. Iemmello,Pietro Iemmello,24,72,
T. Ondaan,Terell Ondaan,22,72,
S. Doukara,Souleymane Doukara,24,72,
L. Gallegos,Luis Felipe Gallegos,24,72,
T. Peyre,Thibault Peyre,23,72,
T. Boyd,Tyler Boyd,21,72,
Lucas Farias,Lucas Farias Gomes,21,72,
L. Woodberry,London Woodberry,25,72,
B. Szeliga,Bartosz Szeliga,23,72,
D. Asprilla,Dairon Estibens Asprilla Rivas,24,72,
L. Povea,Leonardo Nicolás Povea Pérez,22,72,
A. Sagal,Ángelo Nicolás Sagal Tapia,23,72,
L. Villalba,Lucas Villalba,21,72,
S. Hogan,Scott Hogan,24,72,
X. Schenk,Xandro Schenk,23,72,
F. Ballas,Florian Ballas,23,72,
B. Pelé,Bryan Pelé,24,72,
P. Bijen,Peet Bijen,21,72,
Vítor Gonçalves,Vítor Bruno Rodrigues Gonçalves,24,72,
W. Acuña,Walter Rubén Acuña,24,72,
S. Štefánik,Samuel Štefánik,24,72,
L. Stojanović,Luka Stojanović,22,72,
N. Datković,Niko Datković,23,72,
S. Özmen,Sezer Özmen,23,72,
C. Vergara,Cristóbal Alberto Vergara Maldonado,22,72,
Rafael Páez,Rafael Páez Cardona,21,72,
M. Araujo,Miguel Araujo,21,72,
C. Dieng,Cheikhou Dieng,22,72,
Vasco Costa,Vasco António Barbosa da Costa,24,72,
Kaíque Mutto,Miguel Kaíque Acuna Mutto,24,72,
G. Nepomuceno,Gevaro Nepomuceno,23,72,
Y. Komai,驹井 善成,24,72,
F. Gaibor,Fernando Gaibor,24,72,
M. Kvesić,Mario Kvesić,24,72,
A. Sedlar,Aleksandar Sedlar,24,72,
Ângelo Neto,Ângelo Pelegrinelli Neto,24,72,
U. Sönmez,Umut Sönmez,23,72,
D. Benlamri,Djamel Eddine Benlamri,26,72,
P. Koch,Philippe Koch,25,71,
J. Mall,Joël Mall,25,71,
R. Söder,Robin Söder,25,71,
H. Forrester,Harry Forrester,25,71,
O. Jansson,Oscar Jansson,25,71,
R. Şimşek,Rıdvan Şimşek,25,71,
M. Ildız,Muhammed Ildız,25,71,
C. McLaughlin,Conor McLaughlin,24,71,
Pichu Atienza,Francisco Javier Atienza Valverde,26,71,
A. Calisir,André Calisir,26,71,
R. Maiello,Raffaele Maiello,24,71,
S. Mantom,Sam Mantom,24,71,
Pulido,Jorge Pulido Mayoral,25,71,
S. Allan,Scott Allan,24,71,
R. Janicki,Rafał Janicki,23,71,
E. Makhmudov,Emin Makhmudov,24,71,
W. Keane,Will Keane,23,71,
E. Ebanks-Landell,Ethan Ebanks-Landell,23,71,
R. Towell,Richard Towell,24,71,
F. Makhedjouf,Florian Adel Makhedjouf,25,71,
J. Mendes,Joseph Mendes,25,71,
K. Müller,Kevin Müller,25,71,
B. Ibini,Bernie Ibini-Isei,23,71,
Gutti,Gutieri Tomelin,25,71,
J. Blaswich,Janis Blaswich,25,71,
Y. Wildschut,Yanic Wildschut,24,71,
H. Bunn,Harry Bunn,23,71,
C. Schoppenhauer,Clemens Schoppenhauer,24,71,
M. Thiede,Marco Thiede,24,71,
L. Rotpuller,Lukas Rotpuller,25,71,
Dieguinho,Diego Francisco Rocha,24,71,
T. Boyd,Terrence Boyd,25,71,
S. Andersson,Sebastian Andersson,24,71,
C. Rivieyran,Cyriaque Rivieyran,25,71,
M. de Jesús,Marlon Jonathan de Jesús Pabón,24,71,
Pelayo,Pelayo Novo García,25,71,
D. Dessoleil,Dorian Dessoleil,23,71,
V. Alvarado,Ventura Alvarado,23,71,
A. Caceres,Anthony Caceres,23,71,
C. Goodwin,Craig Goodwin,24,71,
J. Vercauteren,Julien Vercauteren,23,71,
S. Piesinger,Simon Piesinger,24,71,
Ku Ja Ryong,구자룡 具滋龙,24,71,
I. González,Ignacio González Espinoza,24,71,
M. Rodić,Milan Rodić,25,71,
T. Jurić,Tomi Jurić,24,71,
O. Bosso,Osvaldo Bosso,22,71,
C. Robles,Carlos Julio Robles Rocha,24,71,
G. Ferracuti,Guillermo Ferracuti,25,71,
M. Rosales,Mauricio Rosales,24,71,
M. Fedele,Matteo Fedele,23,71,
Maikel Mesa,Maikel Mesa Piñero,25,71,
D. Miloc,Dardo Miloc,25,71,
E. Flores,Esteban Flores,24,71,
S. Toro,Sebastián Toro,26,71,
Vinícius,Vinícius de Freitas Ribeiro,23,71,
L. Gatto,Leonardo Davide Gatto,24,71,
N. Paz,Nehuén Mario Paz,24,71,
M. Pavelic,Mario Pavelic,22,71,
E. Gyimah,Edwin Gyimah,25,71,
J. Zwischenbrugger,Jan Zwischenbrugger,26,71,
U. Vitas,Uroš Vitas,23,71,
Luis Ruiz,Luis Ruiz Sayago,24,71,
H. Ekstein,Hendrick Ekstein,25,71,
D. Gómez,Denis Leonardo Gómez Lozano,24,71,
H. Veerman,Henk Veerman,25,71,
Lucas Tagliapietra,Lucas Tagliapietra,25,71,
F. Rherras,Fayçal Rherras,23,71,
V. Basha,Vullnet Basha,25,70,
J. Mattock,Joe Mattock,26,70,
M. Chrisantus,Macauley Chrisantus,25,70,
H. Ojamaa,Henrik Ojamaa,25,70,
Adaílton,Adaílton dos Santos da Silva,25,70,
P. Downing,Paul Downing,24,70,
J. Siebenhandl,Jörg Siebenhandl,26,70,
A. Novikovas,Arvydas Novikovas,25,70,
J. Hingert,Jack David Hingert,25,70,
C. Dawson,Craig Dawson,26,70,
D. Amoo,David Amoo,25,70,
G. Landel,Guy Lucien Michel Landel,25,70,
I. Rabiu,Ibrahim Danda Rabiu,25,70,
B. Schenkeveld,Bart Schenkeveld,24,70,
B. Paulsen,Bjørn Paulsen,24,70,
C. Abraw,Camaldine Abraw,25,70,
M. Meilinger,Marco Meilinger,24,70,
J. Cools,Jens Cools,25,70,
E. Larsen,Emil Larsen,25,70,
J. Hélan,Jérémy Hélan,24,70,
V. Eicher,Vitus Eicher,25,70,
S. Skrzybski,Steven Skrzybski,23,70,
V. Andriuškevičius,Vytautas Andriuškevičius,25,70,
V. Ulloa,Victor Ulloa,24,70,
R. Smallwood,Richard Smallwood,25,70,
S. Lawless,Steven Lawless,25,70,
L. Boyce,Liam Boyce,25,70,
A. Yasin,Ahmed Yasin,25,70,
Kim Soo Beom,김수범 金秀范,25,70,
Fabrício,Fabrício dos Santos Messias,26,70,
L. de Kogel,Leon  de Kogel,24,70,
R. Windbichler,Richard Windbichler,25,70,
A. Luna,Adrián Nicolás Luna Retamar,24,70,
Amido Baldé,Amido Baldé,25,70,
D. Koppers,Dico Koppers,24,70,
F. Kiss,Filip Kiss,25,70,
C. Insaurralde,Cristian Insaurralde,24,70,
D. Texeira,David Texeira,25,70,
S. Peeters,Stef Peeters,24,70,
B. Carrasco,Bryan Paul Carrasco Santos,25,70,
K. Altınay,Koray Altınay,24,70,
D. Steres,Daniel Steres,25,70,
M. Hefele,Michael Hefele,25,70,
Iago Díaz,Iago Díaz Fernández,23,70,
M. Rusike,Tyrell Matthew Benjamin Rusike,26,70,
J. Gómez,Jaime Gómez Valencia,22,70,
J. Geria,Jason Geria,23,70,
Lim Chang Kyoun,Chang Kyoun Lim,26,70,
K. Opare,Kofi Opare,25,70,
J. Mena,Jefferson Mena Palacios,27,70,
E. Mosquera,Elvis David Mosquera Valdés,25,70,
Pedro Coronas,Pedro Emanuel Moreira de Sousa,25,70,
S. Luaibi,Saad Abdulameer Luaibi Al Zirjawi Al Dobjahawe,24,70,
S. Dursun,Salih Dursun,24,70,
T. McNamara,Thomas McNamara,25,70,
E. Oztumer,Erhun Oztumer,25,70,
N. Yeri,Nahuel Yeri,24,70,
V. Fındıklı,Volkan Fındıklı,25,70,
F. Guichón,Facundo Guichón,25,70,
M. Trauco,Miguel Trauco,23,70,
F. Picault,Fabrice-Jean Picault,25,70,
K. Taketomi,武富 孝介,25,70,
S. Skarlatidis,Simon Skarlatidis,25,70,
W. van der Steen,Wouter van der Steen,26,70,
Ramón Folch,Ramón Folch Frigola,26,70,
F. Rodríguez,Felipe Rodríguez,26,70,
J. McQuoid,Josh McQuoid,26,69,
J. Leutwiler,Jayson Leutwiler,27,69,
R. Sukuta-Pasu,Richard Sukuta-Pasu,26,69,
A. Tuia,Alessandro Tuia,26,69,
S. Burchert,Sascha Burchert,26,69,
Renan Foguinho,Renan Rodrigues da Silva,26,69,
Mario Fernández,Mario  Fernández Cuesta,28,69,
M. Sollbauer,Michael  Sollbauer,26,69,
J. Pa Modou,Jagne Pa Modou,26,69,
T. Taguchi,田口 泰士,25,69,
Johnathan,Johnathan Aparecido da Silva,26,69,
N. Thompson,Nathan Thompson,25,69,
G. Rizzo,Giuseppe Rizzo,25,69,
E. Taşkıran,Mahmut Ertuğrul Taşkıran,26,69,
Bruno Collaço,Bruno Bairros Collaço,26,69,
A. Pomerko,Aleksey Pomerko,26,69,
Fofo,Adolfo Enríquez García,26,69,
I. Nestorovski,Ilija Nestorovski,26,69,
Alex,Alexssander Medeiros de Azeredo,25,69,
J. Attinella,Jeff Attinella,27,69,
D. Toia,Donald Toia,24,69,
J. Ojala,Juhani Ojala,27,69,
A. Wenger,Andrew Wenger,25,69,
N. DeLeon,Nick DeLeon,25,69,
P. van Moorsel,Paco van Moorsel,26,69,
D. Djoussé,Donald Dering Djoussé,26,69,
G. Joppen,Guus Joppen,26,69,
I. Azemi,Ilir Azemi,24,69,
A. Vukušić,Ante Vukušić,25,69,
Lee Ki Je,이기제 李基济,24,69,
M. Pavlović,Mateo Pavlović,26,69,
T. Kemp,Taylor Kemp,25,69,
S. Willems,Steeven Willems,25,69,
C. Lizarazo,Carlos David Lizarazo Landázuri,25,69,
D. Valencia,David Alonso Valencia Figueroa,25,69,
J. Silva,Jason Alejandro Silva Pérez,25,69,
M. Escalona,Miguel Andrés Escalona Armijo,26,69,
L. Payares,Luis Miguel Payares Blanco,26,69,
J. Espinoza,Juan Carlos Espinoza Reyes,24,69,
N. Pasquini,Nicolás Pasquini,25,69,
A. Delfino,Alejandro Delfino,26,69,
R. Depetris,Rodrigo Depetris,26,69,
P. Zulechner,Philipp Zulechner,26,69,
J. Kauko,Joni Kauko,25,69,
H. Cid,Hugo Cid,24,69,
Kim Min Woo,김민우 金敏佑,26,69,
C. Mac-Intosch,Calvin Mac-Intosch,26,69,
M. Jean Tahrat,Medhi Jean Tahrat,26,69,
Traeira Lopes,Filipe Vicente Traeira Lopes,24,69,
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,24,69,
L. Medić,Lovro Medić,25,69,
M. Correa,Maximiliano Correa,26,69,
R. Pastorini,Rodrigo Pastorini de León,26,69,
R. Griffiths,Rostyn Griffiths,28,68,
J. Wilson,James Wilson,27,68,
J. Skarz,Joe Skarz,26,68,
M. Junglas,Manuel Junglas,27,68,
E. Birniçan,Eray Birniçan,27,68,
S. Darby,Stephen Darby,27,68,
A. Sutchuin-Djoum,Gilles Arnaud Sutchuin Djoum,27,68,
S. Church,Simon Church,27,68,
B. Mitrev,Bozhidar Konstantinov Mitrev,29,68,
O. Bozanic,Oliver Bozanić,27,68,
A. Prudnikov,Alexandr Prudnikov,27,68,
M. Keita,Muhamed Keita,25,68,
E. Israelsson,Erik Israelsson,27,68,
M. Dreyer,Matthieu Dreyer,27,68,
F. Moretti,Federico Moretti,27,68,
Ricardo Machado,Ricardo Jorge Tavares Machado,27,68,
M. Sadlok,Maciej Sadlok,27,68,
J. Ryan,Jimmy Ryan,27,68,
Eduardo Neto,Eduardo da Silva Nascimento Neto,27,68,
